city,neighborhood,apartment_price_sqm,villa_price_sqm,ipai_apartment,ipai_villa,size_sqm,bedrooms,bathrooms,property_age,floor_level,has_parking,has_garden,has_pool,total_apartment_price,total_villa_price
casablanca,Gauthier,22267.0,26801.0,124.2,122.1,67,3,2,28,9,False,False,False,1491889.0,1795667.0
casablanca,Racine,19534.0,16145.0,125.6,123.4,145,2,1,28,9,True,False,False,2832430.0,2341025.0
casablanca,Marina,19411.0,,124.18,122.24,50,2,1,1,0,False,False,False,970550.0,
casablanca,Oasis,19301.0,18764.0,124.18,122.24,138,1,2,6,3,False,False,False,2663538.0,2589432.0
casablanca,El Manar - El Hank,19233.0,,124.18,122.24,95,1,1,15,2,False,False,False,1827135.0,
casablanca,Massira Khadra,18865.0,,124.18,122.24,158,1,1,5,7,True,False,False,2980670.0,
casablanca,Ferme Bretonne,18683.0,27128.0,124.18,122.24,63,2,1,24,1,True,False,False,1177029.0,1709064.0
casablanca,Anfa,19114.0,26457.0,127.8,125.9,61,1,2,11,8,False,True,False,1165954.0,1613877.0
casablanca,El Maarif,15969.0,18434.0,124.18,122.24,90,3,2,6,3,False,True,False,1437210.0,1659060.0
casablanca,Sidi Belyout,15807.0,16058.0,124.18,122.24,92,1,2,4,6,True,False,False,1454244.0,1477336.0
casablanca,Hay-Hassani,13646.0,17710.0,124.18,122.24,122,2,1,11,5,False,False,False,1664812.0,2160620.0
casablanca,Aîn-Chock,13507.0,15012.0,124.18,122.24,54,1,2,12,8,False,True,False,729378.0,810648.0
casablanca,Mers-Sultan,13171.0,12378.0,124.18,122.24,141,2,2,2,6,False,False,False,1857111.0,1745298.0
casablanca,Assoukhour Assawda,12411.0,10750.0,124.18,122.24,157,3,2,6,1,False,False,False,1948527.0,1687750.0
casablanca,Aîn-Sebaâ,10966.0,10786.0,124.18,122.24,97,2,1,19,2,False,False,False,1063702.0,1046242.0
casablanca,Hay Mohammadi,10885.0,,124.18,122.24,190,2,1,0,7,False,False,False,2068150.0,
casablanca,Al-Fida,10116.0,,124.18,122.24,61,1,1,22,0,True,False,True,617076.0,
casablanca,Ain Diab,30706.0,18458.0,126.4,124.7,132,1,1,6,9,False,False,False,4053192.0,2436456.0
casablanca,Casablanca Finance City,25283.0,,124.18,122.24,55,2,1,7,7,False,False,False,1390565.0,
casablanca,Derb Abdellah,24321.0,,124.18,122.24,75,1,2,23,0,False,False,False,1824075.0,
casablanca,Gauthier,22267.0,26801.0,124.2,122.1,163,3,2,7,2,False,False,False,3629521.0,4368563.0
casablanca,Racine,19534.0,16145.0,125.6,123.4,85,1,2,20,4,False,False,False,1660390.0,1372325.0
casablanca,Marina,19411.0,,124.18,122.24,151,2,1,28,4,False,True,False,2931061.0,
casablanca,Oasis,19301.0,18764.0,124.18,122.24,162,3,2,0,7,False,False,False,3126762.0,3039768.0
casablanca,El Manar - El Hank,19233.0,,124.18,122.24,166,1,1,9,4,False,False,False,3192678.0,
casablanca,Massira Khadra,18865.0,,124.18,122.24,171,3,2,15,9,False,True,False,3225915.0,
casablanca,Ferme Bretonne,18683.0,27128.0,124.18,122.24,120,3,2,23,0,True,True,False,2241960.0,3255360.0
casablanca,Anfa,19114.0,26457.0,127.8,125.9,87,1,1,14,2,False,False,False,1662918.0,2301759.0
casablanca,El Maarif,15969.0,18434.0,124.18,122.24,147,3,1,2,9,False,False,False,2347443.0,2709798.0
casablanca,Sidi Belyout,15807.0,16058.0,124.18,122.24,172,2,2,26,2,False,False,False,2718804.0,2761976.0
casablanca,Hay-Hassani,13646.0,17710.0,124.18,122.24,144,1,2,0,7,False,False,False,1965024.0,2550240.0
casablanca,Aîn-Chock,13507.0,15012.0,124.18,122.24,191,2,1,26,9,True,False,False,2579837.0,2867292.0
casablanca,Mers-Sultan,13171.0,12378.0,124.18,122.24,143,1,1,23,3,False,False,True,1883453.0,1770054.0
casablanca,Assoukhour Assawda,12411.0,10750.0,124.18,122.24,94,2,1,10,6,False,False,False,1166634.0,1010500.0
casablanca,Aîn-Sebaâ,10966.0,10786.0,124.18,122.24,187,3,1,12,1,False,False,False,2050642.0,2016982.0
casablanca,Hay Mohammadi,10885.0,,124.18,122.24,117,2,1,26,0,False,False,True,1273545.0,
casablanca,Al-Fida,10116.0,,124.18,122.24,143,3,2,1,9,False,False,False,1446588.0,
casablanca,Anfa,19114.0,26457.0,127.8,125.9,50,3,1,16,7,False,False,False,955700.0,1322850.0
casablanca,El Maarif,15969.0,18434.0,124.18,122.24,167,3,2,13,5,True,False,False,2666823.0,3078478.0
casablanca,Sidi Belyout,15807.0,16058.0,124.18,122.24,131,1,2,8,0,False,False,False,2070717.0,2103598.0
casablanca,Hay-Hassani,13646.0,17710.0,124.18,122.24,124,1,2,25,1,True,False,False,1692104.0,2196040.0
casablanca,Aîn-Chock,13507.0,15012.0,124.18,122.24,185,1,2,27,9,False,False,False,2498795.0,2777220.0
casablanca,Mers-Sultan,13171.0,12378.0,124.18,122.24,52,3,1,0,5,False,False,False,684892.0,643656.0
casablanca,Assoukhour Assawda,12411.0,10750.0,124.18,122.24,178,1,2,7,2,False,False,False,2209158.0,1913500.0
casablanca,Aîn-Sebaâ,10966.0,10786.0,124.18,122.24,85,1,1,11,7,False,False,False,932110.0,916810.0
casablanca,Hay Mohammadi,10885.0,,124.18,122.24,85,1,2,20,0,False,False,False,925225.0,
casablanca,Al-Fida,10116.0,,124.18,122.24,178,3,1,25,1,False,False,True,1800648.0,
casablanca,Ain Diab,30706.0,18458.0,126.4,124.7,119,1,2,10,6,False,False,False,3654014.0,2196502.0
casablanca,Casablanca Finance City,25283.0,,124.18,122.24,130,1,1,12,3,False,True,False,3286790.0,
casablanca,Derb Abdellah,24321.0,,124.18,122.24,167,2,2,11,7,False,False,False,4061607.0,
casablanca,Gauthier,22267.0,26801.0,124.2,122.1,111,1,1,28,9,False,False,False,2471637.0,2974911.0
casablanca,Racine,19534.0,16145.0,125.6,123.4,83,3,2,7,9,False,True,False,1621322.0,1340035.0
casablanca,Marina,19411.0,,124.18,122.24,128,3,2,3,5,False,False,False,2484608.0,
casablanca,Oasis,19301.0,18764.0,124.18,122.24,196,1,1,23,1,True,False,False,3782996.0,3677744.0
casablanca,El Manar - El Hank,19233.0,,124.18,122.24,59,3,1,21,5,False,False,False,1134747.0,
casablanca,Massira Khadra,18865.0,,124.18,122.24,143,2,2,7,0,False,False,False,2697695.0,
casablanca,Ferme Bretonne,18683.0,27128.0,124.18,122.24,146,1,2,25,4,False,False,False,2727718.0,3960688.0
casablanca,Ain Diab,30706.0,18458.0,126.4,124.7,159,3,1,24,8,False,False,False,4882254.0,2934822.0
casablanca,Casablanca Finance City,25283.0,,124.18,122.24,66,3,2,4,7,False,False,False,1668678.0,
casablanca,Derb Abdellah,24321.0,,124.18,122.24,142,1,2,14,2,False,False,False,3453582.0,
casablanca,Gauthier,22267.0,26801.0,124.2,122.1,135,1,1,2,0,False,False,False,3006045.0,3618135.0
casablanca,Racine,19534.0,16145.0,125.6,123.4,159,3,1,8,4,False,True,False,3105906.0,2567055.0
casablanca,Marina,19411.0,,124.18,122.24,127,1,2,16,6,False,False,False,2465197.0,
casablanca,Oasis,19301.0,18764.0,124.18,122.24,86,3,2,28,9,False,False,False,1659886.0,1613704.0
casablanca,El Manar - El Hank,19233.0,,124.18,122.24,91,2,2,14,1,False,False,False,1750203.0,
casablanca,Massira Khadra,18865.0,,124.18,122.24,198,3,1,13,4,False,False,False,3735270.0,
casablanca,Ferme Bretonne,18683.0,27128.0,124.18,122.24,180,1,2,29,3,False,False,False,3362940.0,4883040.0
rabat,Agdal Riyad,15944.0,15244.0,118.23,116.6,143,2,2,20,7,False,False,False,2279992.0,2179892.0
rabat,Souissi,12440.0,7905.0,118.23,116.6,166,3,1,20,4,False,False,False,2065040.0,1312230.0
rabat,Hassan,12406.0,18473.0,117.5,115.9,196,3,2,5,5,False,False,False,2431576.0,3620708.0
rabat,El Youssoufia,11650.0,12215.0,118.23,116.6,184,1,1,26,8,False,False,False,2143600.0,2247560.0
rabat,Yacoub El Mansour,10953.0,14585.0,118.23,116.6,114,2,1,26,4,True,False,False,1248642.0,1662690.0
rabat,Souissi,22461.0,9319.0,118.23,116.6,180,2,1,22,8,False,False,False,4042980.0,1677420.0
rabat,Haut Agdal,21235.0,14902.0,118.23,116.6,187,2,2,7,4,False,False,False,3970945.0,2786674.0
rabat,Riyad,18608.0,10950.0,118.23,116.6,179,1,1,26,0,False,False,False,3330832.0,1960050.0
rabat,Hay Riad,17863.0,,119.7,118.1,124,2,2,6,8,False,False,False,2215012.0,
rabat,Akkari,16189.0,,118.23,116.6,116,1,1,9,1,False,False,False,1877924.0,
rabat,Agdal,15888.0,,118.9,117.2,69,2,1,17,4,True,False,False,1096272.0,
rabat,Quartier Administratif,15162.0,12541.0,118.23,116.6,77,2,2,26,9,False,False,False,1167474.0,965657.0
rabat,Yacoub El Mansour,14887.0,,118.23,116.6,59,2,2,29,2,False,False,False,878333.0,
rabat,Hassan - Centre Ville,14763.0,,118.23,116.6,111,1,2,8,7,False,False,False,1638693.0,
rabat,Aviation - Mabella,14369.0,8501.0,118.23,116.6,150,3,1,22,3,True,False,False,2155350.0,1275150.0
rabat,Agdal Riyad,15944.0,15244.0,118.23,116.6,119,3,2,6,5,False,False,False,1897336.0,1814036.0
rabat,Souissi,12440.0,7905.0,118.23,116.6,103,2,2,6,2,False,False,False,1281320.0,814215.0
rabat,Hassan,12406.0,18473.0,117.5,115.9,166,3,2,16,9,False,False,False,2059396.0,3066518.0
rabat,El Youssoufia,11650.0,12215.0,118.23,116.6,166,3,1,26,7,False,True,False,1933900.0,2027690.0
rabat,Yacoub El Mansour,10953.0,14585.0,118.23,116.6,88,3,1,28,1,False,False,False,963864.0,1283480.0
rabat,Souissi,22461.0,9319.0,118.23,116.6,89,1,2,6,6,True,False,False,1999029.0,829391.0
rabat,Haut Agdal,21235.0,14902.0,118.23,116.6,101,2,2,23,9,False,True,False,2144735.0,1505102.0
rabat,Riyad,18608.0,10950.0,118.23,116.6,68,3,1,21,2,False,False,False,1265344.0,744600.0
rabat,Hay Riad,17863.0,,119.7,118.1,120,2,2,16,8,True,False,False,2143560.0,
rabat,Akkari,16189.0,,118.23,116.6,96,1,2,27,8,False,False,False,1554144.0,
rabat,Agdal,15888.0,,118.9,117.2,90,1,1,3,1,True,False,False,1429920.0,
rabat,Quartier Administratif,15162.0,12541.0,118.23,116.6,162,1,2,12,5,False,False,False,2456244.0,2031642.0
rabat,Yacoub El Mansour,14887.0,,118.23,116.6,65,1,1,10,0,False,False,False,967655.0,
rabat,Hassan - Centre Ville,14763.0,,118.23,116.6,173,2,1,3,2,True,False,False,2553999.0,
rabat,Aviation - Mabella,14369.0,8501.0,118.23,116.6,198,1,2,14,8,False,False,False,2845062.0,1683198.0
rabat,Agdal Riyad,15944.0,15244.0,118.23,116.6,189,1,2,17,8,False,False,False,3013416.0,2881116.0
rabat,Souissi,12440.0,7905.0,118.23,116.6,189,2,2,3,9,False,False,True,2351160.0,1494045.0
rabat,Hassan,12406.0,18473.0,117.5,115.9,101,2,2,22,0,False,False,False,1253006.0,1865773.0
rabat,El Youssoufia,11650.0,12215.0,118.23,116.6,189,3,1,18,0,False,False,False,2201850.0,2308635.0
rabat,Yacoub El Mansour,10953.0,14585.0,118.23,116.6,163,1,2,25,5,False,False,False,1785339.0,2377355.0
rabat,Souissi,22461.0,9319.0,118.23,116.6,100,3,2,3,4,False,True,False,2246100.0,931900.0
rabat,Haut Agdal,21235.0,14902.0,118.23,116.6,58,3,2,9,7,False,False,False,1231630.0,864316.0
rabat,Riyad,18608.0,10950.0,118.23,116.6,101,1,2,15,0,False,False,True,1879408.0,1105950.0
rabat,Hay Riad,17863.0,,119.7,118.1,140,1,1,2,8,True,False,False,2500820.0,
rabat,Akkari,16189.0,,118.23,116.6,53,2,1,24,5,False,False,False,858017.0,
rabat,Agdal,15888.0,,118.9,117.2,192,1,2,20,4,False,False,False,3050496.0,
rabat,Quartier Administratif,15162.0,12541.0,118.23,116.6,177,2,1,23,7,True,False,False,2683674.0,2219757.0
rabat,Yacoub El Mansour,14887.0,,118.23,116.6,104,2,1,17,2,False,True,False,1548248.0,
rabat,Hassan - Centre Ville,14763.0,,118.23,116.6,81,1,2,29,1,False,False,False,1195803.0,
rabat,Aviation - Mabella,14369.0,8501.0,118.23,116.6,138,2,2,0,3,False,False,False,1982922.0,1173138.0
rabat,Agdal Riyad,15944.0,15244.0,118.23,116.6,150,1,2,23,5,True,False,False,2391600.0,2286600.0
rabat,Souissi,12440.0,7905.0,118.23,116.6,129,1,2,21,2,False,False,False,1604760.0,1019745.0
rabat,Hassan,12406.0,18473.0,117.5,115.9,73,3,1,29,4,False,False,False,905638.0,1348529.0
rabat,El Youssoufia,11650.0,12215.0,118.23,116.6,87,3,2,4,7,False,False,False,1013550.0,1062705.0
rabat,Yacoub El Mansour,10953.0,14585.0,118.23,116.6,60,1,1,11,4,False,False,False,657180.0,875100.0
rabat,Agdal Riyad,15944.0,15244.0,118.23,116.6,56,3,1,27,5,False,False,True,892864.0,853664.0
rabat,Souissi,12440.0,7905.0,118.23,116.6,119,3,1,15,1,False,False,False,1480360.0,940695.0
rabat,Hassan,12406.0,18473.0,117.5,115.9,105,2,1,1,1,False,False,False,1302630.0,1939665.0
rabat,El Youssoufia,11650.0,12215.0,118.23,116.6,195,1,1,11,3,False,False,False,2271750.0,2381925.0
rabat,Yacoub El Mansour,10953.0,14585.0,118.23,116.6,199,1,1,11,8,False,False,False,2179647.0,2902415.0
rabat,Souissi,22461.0,9319.0,118.23,116.6,164,1,2,22,8,False,False,False,3683604.0,1528316.0
rabat,Haut Agdal,21235.0,14902.0,118.23,116.6,196,2,1,21,1,True,False,False,4162060.0,2920792.0
rabat,Riyad,18608.0,10950.0,118.23,116.6,127,2,1,8,9,False,False,False,2363216.0,1390650.0
rabat,Hay Riad,17863.0,,119.7,118.1,136,1,1,4,7,True,False,False,2429368.0,
rabat,Akkari,16189.0,,118.23,116.6,146,1,1,17,8,False,False,False,2363594.0,
rabat,Agdal,15888.0,,118.9,117.2,158,2,1,3,4,False,False,True,2510304.0,
rabat,Quartier Administratif,15162.0,12541.0,118.23,116.6,158,3,2,15,7,False,False,False,2395596.0,1981478.0
rabat,Yacoub El Mansour,14887.0,,118.23,116.6,50,2,1,9,2,False,False,False,744350.0,
rabat,Hassan - Centre Ville,14763.0,,118.23,116.6,59,1,1,27,3,False,False,False,871017.0,
rabat,Aviation - Mabella,14369.0,8501.0,118.23,116.6,99,3,1,9,8,True,False,False,1422531.0,841599.0
rabat,Souissi,22461.0,9319.0,118.23,116.6,183,1,1,26,5,True,False,False,4110363.0,1705377.0
rabat,Haut Agdal,21235.0,14902.0,118.23,116.6,54,1,1,17,6,False,False,False,1146690.0,804708.0
rabat,Riyad,18608.0,10950.0,118.23,116.6,172,3,2,7,8,False,False,False,3200576.0,1883400.0
rabat,Hay Riad,17863.0,,119.7,118.1,133,1,1,20,1,False,False,False,2375779.0,
rabat,Akkari,16189.0,,118.23,116.6,184,1,2,12,5,False,False,False,2978776.0,
rabat,Agdal,15888.0,,118.9,117.2,67,2,1,9,0,False,False,False,1064496.0,
rabat,Quartier Administratif,15162.0,12541.0,118.23,116.6,188,1,1,5,6,True,False,False,2850456.0,2357708.0
rabat,Yacoub El Mansour,14887.0,,118.23,116.6,85,3,2,20,8,False,False,False,1265395.0,
rabat,Hassan - Centre Ville,14763.0,,118.23,116.6,90,3,1,23,5,False,False,False,1328670.0,
rabat,Aviation - Mabella,14369.0,8501.0,118.23,116.6,77,1,2,1,8,False,False,False,1106413.0,654577.0
fes,Agdal,7573.0,8683.0,107.4,106.2,129,3,2,26,4,False,False,False,976917.0,1120107.0
fes,Saiss,7512.0,6503.0,107.4,106.2,106,1,1,29,1,False,False,False,796272.0,689318.0
fes,El Mariniyine,6715.0,,107.4,106.2,147,1,1,23,3,False,False,False,987105.0,
fes,Zouagha,6184.0,8624.0,107.4,106.2,151,2,1,16,3,False,False,False,933784.0,1302224.0
fes,Oulad Tayeb,5551.0,,107.4,106.2,109,3,2,12,1,False,False,False,605059.0,
fes,Fes City Center,8049.0,,107.4,106.2,180,3,1,16,5,False,False,True,1448820.0,
fes,Hay Moulay El Kamel,7712.0,,107.4,106.2,100,3,2,23,5,True,False,False,771200.0,
fes,Bourmana,7539.0,6107.0,107.4,106.2,136,2,1,13,0,False,False,False,1025304.0,830552.0
fes,Mourabitine,7180.0,,107.4,106.2,117,3,2,17,0,False,False,False,840060.0,
fes,Riad,6911.0,9012.0,107.4,106.2,174,3,2,2,2,False,False,False,1202514.0,1568088.0
fes,Nouvelle Ville,6871.0,9370.0,107.4,106.2,75,2,1,0,1,False,False,True,515325.0,702750.0
fes,Hay Jdid,6404.0,,107.4,106.2,85,2,2,18,3,False,False,False,544340.0,
fes,Oued Fes,6341.0,,107.4,106.2,168,3,1,17,9,False,False,False,1065288.0,
fes,Hay Al Azhar,6230.0,,107.4,106.2,124,2,2,25,5,False,False,False,772520.0,
fes,Hay Massira,6216.0,,107.4,106.2,193,1,1,5,8,False,False,False,1199688.0,
fes,Agdal,7573.0,8683.0,107.4,106.2,148,2,2,5,8,True,False,False,1120804.0,1285084.0
fes,Saiss,7512.0,6503.0,107.4,106.2,128,3,1,23,2,False,False,False,961536.0,832384.0
fes,El Mariniyine,6715.0,,107.4,106.2,191,1,1,16,5,False,False,False,1282565.0,
fes,Zouagha,6184.0,8624.0,107.4,106.2,94,1,2,24,0,False,False,False,581296.0,810656.0
fes,Oulad Tayeb,5551.0,,107.4,106.2,151,3,1,13,1,True,False,False,838201.0,
fes,Fes City Center,8049.0,,107.4,106.2,104,2,2,17,0,False,False,True,837096.0,
fes,Hay Moulay El Kamel,7712.0,,107.4,106.2,184,3,2,28,9,False,False,False,1419008.0,
fes,Bourmana,7539.0,6107.0,107.4,106.2,157,3,2,14,7,False,False,False,1183623.0,958799.0
fes,Mourabitine,7180.0,,107.4,106.2,118,3,1,28,3,False,False,False,847240.0,
fes,Riad,6911.0,9012.0,107.4,106.2,60,3,1,13,7,False,False,False,414660.0,540720.0
fes,Nouvelle Ville,6871.0,9370.0,107.4,106.2,120,1,2,17,3,True,False,True,824520.0,1124400.0
fes,Hay Jdid,6404.0,,107.4,106.2,140,2,1,3,2,False,False,False,896560.0,
fes,Oued Fes,6341.0,,107.4,106.2,178,2,1,15,5,False,False,False,1128698.0,
fes,Hay Al Azhar,6230.0,,107.4,106.2,130,1,1,2,4,False,False,True,809900.0,
fes,Hay Massira,6216.0,,107.4,106.2,179,3,2,7,0,False,False,False,1112664.0,
fes,Agdal,7573.0,8683.0,107.4,106.2,169,2,2,12,1,False,False,False,1279837.0,1467427.0
fes,Saiss,7512.0,6503.0,107.4,106.2,111,2,1,18,6,False,False,False,833832.0,721833.0
fes,El Mariniyine,6715.0,,107.4,106.2,106,2,1,26,7,False,False,False,711790.0,
fes,Zouagha,6184.0,8624.0,107.4,106.2,63,2,2,14,5,False,False,False,389592.0,543312.0
fes,Oulad Tayeb,5551.0,,107.4,106.2,174,2,1,3,8,False,False,False,965874.0,
fes,Fes City Center,8049.0,,107.4,106.2,140,1,2,8,4,False,False,False,1126860.0,
fes,Hay Moulay El Kamel,7712.0,,107.4,106.2,122,3,2,13,6,False,False,False,940864.0,
fes,Bourmana,7539.0,6107.0,107.4,106.2,86,2,2,6,2,False,False,False,648354.0,525202.0
fes,Mourabitine,7180.0,,107.4,106.2,93,1,2,19,6,False,True,False,667740.0,
fes,Riad,6911.0,9012.0,107.4,106.2,102,1,2,21,9,False,False,False,704922.0,919224.0
fes,Nouvelle Ville,6871.0,9370.0,107.4,106.2,102,3,1,20,3,True,False,False,700842.0,955740.0
fes,Hay Jdid,6404.0,,107.4,106.2,182,3,1,23,3,False,False,False,1165528.0,
fes,Oued Fes,6341.0,,107.4,106.2,171,1,2,9,0,False,False,True,1084311.0,
fes,Hay Al Azhar,6230.0,,107.4,106.2,50,1,2,5,0,False,False,False,311500.0,
fes,Hay Massira,6216.0,,107.4,106.2,110,1,1,4,9,False,False,False,683760.0,
fes,Agdal,7573.0,8683.0,107.4,106.2,126,2,2,14,4,False,False,False,954198.0,1094058.0
fes,Saiss,7512.0,6503.0,107.4,106.2,145,2,2,0,4,False,False,False,1089240.0,942935.0
fes,El Mariniyine,6715.0,,107.4,106.2,192,1,1,6,7,False,False,False,1289280.0,
fes,Zouagha,6184.0,8624.0,107.4,106.2,138,2,1,2,0,False,False,True,853392.0,1190112.0
fes,Oulad Tayeb,5551.0,,107.4,106.2,73,3,1,8,8,False,False,False,405223.0,
fes,Agdal,7573.0,8683.0,107.4,106.2,55,3,2,8,2,False,False,True,416515.0,477565.0
fes,Saiss,7512.0,6503.0,107.4,106.2,178,3,2,4,9,False,False,False,1337136.0,1157534.0
fes,El Mariniyine,6715.0,,107.4,106.2,142,3,1,22,0,False,False,True,953530.0,
fes,Zouagha,6184.0,8624.0,107.4,106.2,112,3,2,3,2,False,True,False,692608.0,965888.0
fes,Oulad Tayeb,5551.0,,107.4,106.2,106,2,2,4,0,False,False,False,588406.0,
fes,Fes City Center,8049.0,,107.4,106.2,193,3,1,6,0,False,False,False,1553457.0,
fes,Hay Moulay El Kamel,7712.0,,107.4,106.2,144,3,2,15,3,False,False,False,1110528.0,
fes,Bourmana,7539.0,6107.0,107.4,106.2,68,1,2,25,8,False,False,False,512652.0,415276.0
fes,Mourabitine,7180.0,,107.4,106.2,58,1,1,29,9,False,False,False,416440.0,
fes,Riad,6911.0,9012.0,107.4,106.2,67,2,1,13,8,False,False,False,463037.0,603804.0
fes,Nouvelle Ville,6871.0,9370.0,107.4,106.2,150,3,2,22,6,False,True,False,1030650.0,1405500.0
fes,Hay Jdid,6404.0,,107.4,106.2,92,2,2,23,9,False,False,False,589168.0,
fes,Oued Fes,6341.0,,107.4,106.2,195,2,1,23,7,True,False,False,1236495.0,
fes,Hay Al Azhar,6230.0,,107.4,106.2,103,1,2,28,5,True,False,False,641690.0,
fes,Hay Massira,6216.0,,107.4,106.2,113,2,2,29,0,False,False,False,702408.0,
fes,Fes City Center,8049.0,,107.4,106.2,128,2,1,1,8,False,False,False,1030272.0,
fes,Hay Moulay El Kamel,7712.0,,107.4,106.2,61,2,2,1,5,True,False,False,470432.0,
fes,Bourmana,7539.0,6107.0,107.4,106.2,69,1,2,4,7,False,False,False,520191.0,421383.0
fes,Mourabitine,7180.0,,107.4,106.2,113,2,2,13,4,False,False,False,811340.0,
fes,Riad,6911.0,9012.0,107.4,106.2,88,1,1,5,8,False,False,False,608168.0,793056.0
fes,Nouvelle Ville,6871.0,9370.0,107.4,106.2,128,2,2,20,8,False,False,False,879488.0,1199360.0
fes,Hay Jdid,6404.0,,107.4,106.2,138,2,1,28,9,False,False,False,883752.0,
fes,Oued Fes,6341.0,,107.4,106.2,164,3,1,8,2,True,False,False,1039924.0,
fes,Hay Al Azhar,6230.0,,107.4,106.2,104,3,2,13,3,False,False,False,647920.0,
fes,Hay Massira,6216.0,,107.4,106.2,91,2,2,1,2,False,False,False,565656.0,
marrakech,Méchouar-Kasba,14666.0,8101.0,114.43,112.93,77,3,1,2,5,False,False,False,1129282.0,623777.0
marrakech,Ouahat Sidi Brahim,11247.0,,114.43,112.93,90,2,1,23,8,False,True,False,1012230.0,
marrakech,Gueliz,10508.0,10862.0,114.8,113.2,73,2,2,14,6,False,False,False,767084.0,792926.0
marrakech,Marrakech-Médina,9573.0,,114.43,112.93,93,2,2,2,3,False,False,False,890289.0,
marrakech,Alouidane,9484.0,14259.0,114.43,112.93,161,2,1,20,5,False,False,False,1526924.0,2295699.0
marrakech,Annakhil,9182.0,8038.0,114.43,112.93,53,2,2,29,2,False,False,False,486646.0,426014.0
